"","id","pobre_clasificacion","pobre_ingreso"
"65","0063def0ecc58c3d2e79a7f2",0,0
"66","0066727a0f97daab977225e7",0,0
"67","0066bd2ddc28551d4255c1d4",0,0
"68","006926e3aa7b82d75a709bf6",0,0
"69","006c0f39161b0637b132ed24",0,0
"70","006c1032fccc2abd82586cee",0,0
"71","006ca465de4e89f915954cf3",0,0
"72","006dd16c54dbdefe06dc6347",0,0
"73","00720d7a83741db495205dee",0,0
"74","00735d09231b3f8b8374f170",0,0
"75","0074accc581c9dcdc3769211",0,0
"76","00758e0a56c51b775c4959ed",0,0
"77","0076429cbf8e957d90583d67",0,0
"78","0076fdef99b78ae31239d5a5",0,0
"79","00780b698497dc02613c18f1",0,0
"80","00781f6207fc925a316b3729",0,0
"81","0079281955164edae5aab92c",0,0
"82","0079a2ee4c34d68517f59f27",0,0
"83","007a7bff73874ed7e3e9cd0d",0,0
"84","007b4fe5c11606e29b4486a4",0,0
"85","007c8fb90b8392af21f7cf26",0,0
"86","008027d6d8861efceac36d13",0,0
"87","0080a6621a06d00468ffadb0",0,0
"88","0082492b0e678ce4a15d8d3c",0,0
"89","008377fffa49111b977916ff",0,0
"90","00867bd4188b28a8e31208a7",0,0
"91","0086a231250e9d22359641f2",0,0
"92","0086b60bf47a1e90ee183eb3",0,0
"93","008a5c81ef1ecfa64163240d",0,0
"94","008ea31cb2bc338eedb1a32c",0,0
"95","008f84e00b880fc17b4b6de5",0,0
"96","009030f71cd9ea355059a038",0,0
"97","009081d55955e932d4b82921",0,0
"98","0099904191be6f372b259801",0,0
"99","00a088f4a94cc8b880dd787f",0,0
"100","00a0bfa3ab71683514693b3f",0,0
"101","00a241dc46d14effd223a299",0,0
"102","00a29c453f897e7059228012",0,0
"103","00a3831a78e4e847543e2c6e",0,0
"104","00a55bede87931404d30c080",0,0
"105","00a56e6ba25a794efb896720",0,0
"106","00ad85ab4e48892ddb181277",0,0
"107","00b0a27faef2484726380438",0,0
"108","00b1a8764cabf339c201122d",0,0
"109","00b1bf2dd62e2b1619ed1205",0,0
"110","00b26e3766063103c09a2156",0,0
"111","00b2cb57b889381c14013aa8",0,0
"112","00b323218d77951b971094dd",0,0
"113","00b3b06220b8b22221afe2d2",0,0
"114","00b449f0f94216b25e83679f",0,0
"115","00b7158bb936c63aad3445fe",0,0
"116","00bc561da1e598a9158628ee",0,0
"117","00be178deb943b63e4e5c514",0,0
"118","00bf352908e1c874102d786d",0,0
"119","00c00e54cb3eef19dec8e9c4",0,0
"120","00c14746023455c0f3ea2b25",0,0
"121","00c4e5a263b26ad4c47dcdb7",0,0
"122","00c64bb70abde2165766596f",0,0
"123","00c6eafa977353009961470f",0,0
"124","00c8a406219d6a77c269ac06",0,0
"125","00cd47e864bd4d5d71b9ba90",0,0
"126","00d3c2250bca096f28bcec65",0,0
"127","00d676a12c5f8569496859a8",0,0
"128","00d6fc021e68e617bdecfe67",0,0
"129","00d766eae4f663ee50909517",0,0
"130","00d7e313ecb99c0b0383e3f3",0,0
"131","00d8925a4a10740159484d29",0,0
"132","00d9efe799deaba9863fac3f",0,0
"133","00d9ff0416223b647272eeb7",0,0
"134","00dd20b6d7eb74bdc9c14ac5",0,0
"135","00df50111ef55bea58a2fabd",0,0
"136","00dfc88f40ab18e5815a3052",0,0
"137","00dffaef449ca594293c4cef",0,0
"138","00e07cb23a6fb9021729cc74",0,0
"139","00e14b859a601ef94212a4bb",0,0
"140","00e253eeb6fc6601911a52a9",0,0
"141","00e32ab50e6be52336055c2f",0,0
"142","00e440dec36850011edcc4f1",0,0
"143","00e853ea89e02ea3b1a14335",0,0
"144","00eca45b1ebaa10e3dc60c2b",0,0
"145","00edf5b80ad1b36fab5ea0b6",0,0
"146","00f00ae87c56a802458305f2",0,0
"147","00f4199413e5b0532b71238c",0,0
"148","00f56f2fb9e79e3fd25858ab",0,0
"149","00f6a993d9f80fdeea9a55a4",0,0
"150","00f76901cefce14c4dc0bbd4",0,0
"151","00f8894021718aef140d1e1e",0,0
"152","00f89ccced2738f6ce34e638",0,0
"153","00f8fcd2242a48fea803636d",0,0
"154","00f90c3b62baebb8f6890b7a",0,0
"155","00f96194b443e653aa0445da",0,0
"156","00fab727793c802887478da2",0,0
"157","00fad77712434f5c23ccd874",0,0
"158","00fb9c32a8fe17a80ec7c0d4",0,0
"159","00ff3a3ff558f69376c4ea87",0,0
"160","010091b984c66ec1911ab010",0,0
"161","0100a41593d63b8d2c494fdb",0,0
"162","01013a7fd9367da31a6fc5dd",0,0
"163","0101d13e48646886e70ca885",0,0
"164","010697e3b4ab591dae88ad56",0,0
"165","0107976dfe004f1cb19ae1c4",0,0
"166","0108143b2c47307195be31e4",0,0
"167","0108e05dfc1ae793eca8a328",0,0
"168","01094ea7ae719479b397b48b",0,0
"169","010b55b558880c7a35d4ba22",0,0
"170","010c219e95ed80e22b855b15",0,0
"171","010cb5c11f42b40254d06422",0,0
"172","010df3bd7da2f95c85851577",0,0
"173","010f48eb57e007670d744ef8",0,0
"174","01104165d877dc1bf9cde0aa",0,0
"175","011366290ba07305f97069b0",0,0
"176","0113bc8a0173a0d471cecd7b",0,0
"177","0115478b8271a57ed2e34f40",0,0
"178","0116f5a2ee1193bc3011cbe8",0,0
"179","0117672681b163dcdb855133",0,0
"180","01186885ea0f90f372d333c3",0,0
"181","01186cea27084dcaf3e6f952",0,0
"182","011875d26f4b257e42829e7f",0,0
"183","0119e427d3615e5fe532e5ed",0,0
"184","011c397b98681e21d5251fb3",0,0
"185","011c50a45ebf9e317571962f",0,0
"186","011d55b01a06d6504752fee9",0,0
"187","011db2c3f856a2f80f2b6f85",0,0
"188","011df2fa83943f2c2e0052c2",0,0
"189","011f7faed1c7bf37114e3974",0,0
"190","0121602da084a225bd3d25c4",0,0
"191","01234d67c6927f04281c502c",0,0
"192","01256514e00191fe52ec0530",0,0
"193","0125bc1594d1c7ca4bf0a391",0,0
"194","01276664f6ca795e1b810952",0,0
"195","012770b7bbabcedf8a39b1a3",0,0
"196","0129ab7e7b3b9bb309ff079f",0,0
"197","0129b1a0e227b0276e4373e3",0,0
"198","012a0c789d859074c7f99335",0,0
"199","012bdaaafb9f44a5a872b6e7",0,0
"200","012cdfbb20a02f70d57bcb5f",0,0
"201","012d15db8eef1f816e43c924",0,0
"202","012d7ed7ea1a5889c851ecad",0,0
"203","01308e4c548f1bae35fb29e4",0,0
"204","0131ca0990bafbc08431d5a9",0,0
"205","0133a0edf33a2dbedf6be635",0,0
"206","013440fdb7a119d57a7529d3",0,0
"207","01363eab5212ec81b302af8b",0,0
"208","01364d5965de2b4a23bfa9b3",0,0
"209","013661401c7e5fdd9a81857a",0,0
"210","01366c73612871dd93616ad7",0,0
"211","0137e07bfb0698891c14bdf8",0,0
"212","0138cf199cf4a1f4dd4d109d",0,0
"213","01395bcac7029bbd8d2b3c88",0,0
"214","013c5dcd7440f3525b8434b2",0,0
"215","013c61c54081e38cd58ca7d4",0,0
"216","013cefc78d9921249bbd16a0",0,0
"217","014059da49d23296f5d509a6",0,0
"218","014404d798830a3c1aa7a12b",0,0
"219","01445cb53a823adc11c8da8d",0,0
"220","0145278d73137c72d7297094",0,0
"221","014557c819cae4181ab5ff50",0,0
"222","0145c3df9e9c1d48e329ae2a",0,0
"223","01465b134b0a95e1045b9e01",0,0
"224","014717577c2201920eaa6a01",0,0
"225","0147877d1c94fde04f6d47a7",0,0
"226","014789dabc63fdf249973a20",0,0
"227","014d8c0b3135ddef60ce743c",0,0
"228","014e233b6b5c3bbfe9b57c89",0,0
"229","015058390f95a38861e56f71",0,0
"230","01508974adfced8cbf4abadd",0,0
"231","01546787443dbada69858bb7",0,0
"232","0154d5daef2295150722531c",0,0
"233","015568410e15d4d5ac61d271",0,0
"234","015776db5dd4fa039c0e19ac",0,0
"235","015a2f93b52d45a3a66da8dc",0,0
"236","015bf4b3f735fc0f31c13e52",0,0
"237","015bfb89f35f6487f6760523",0,0
"238","015cb3f450df2e8ae54b1aee",0,0
"239","015dae9864a4272408e7f802",0,0
"240","015e7437f4b17af8d8e96ccf",0,0
"241","015f9090aa52e8cd12f62f0f",0,0
"242","016481299e1548eb2cdbf7be",0,0
"243","0164f76c48cf4e77c3ee8054",0,0
"244","0167d4011b13d44060795cf3",0,0
"245","016a793244a0a7d06e743c28",0,0
"246","016cb8db24209f8ce1d51650",0,0
"247","016e4a54393400e088cf016e",0,0
"248","01705be707954c9d5709394d",0,0
"249","0171747fe54ffd0fd9b0e7cc",0,0
"250","0172ff748e351d9cff6b796c",0,0
"251","0173c96f93be275345fd53d6",0,0
"252","0174b1d646a05f22ad18a9e7",0,0
"253","01758a02b4730df3ff607c99",0,0
"254","01766bab93d26cfe69905cf7",0,0
"255","0176952f92a1aa7188849714",0,0
"256","0176f09ef4eba50d2285d3af",0,0
"257","017a8c1287333511ef2bd142",0,0
"258","017ae91868ee4aef5141ac5d",0,0
"259","017bee2e6c9564e203603673",0,0
"260","017c5eb1d5a7cbf66ded699d",0,0
"261","017cbf314a0cc7c526d91306",0,0
"262","017d663b9ce85074cae8f03d",0,0
"263","017e6409763a2dd75832841e",0,0
"264","01806cfccf69fef4114959c1",0,0
"265","0181fac602e1d1df348e35f9",0,0
"266","018451752c14f9122d1f3fa3",0,0
"267","018584b274f6cb59f8b20078",0,0
"268","01863369a94b059f4bcab21a",0,0
"269","0186345d6bfa6668a3fc6227",0,0
"270","0187139640f4e436ac1a1909",0,0
"271","01878adf20dec1bd98aeb822",0,0
"272","0189de67b1cdafacc53ab7c4",0,0
"273","018b899b69b3d0f45c9334f0",0,0
"274","018cf03ea2653e6da272d0cd",0,0
"275","018dbb5a739e9060ef791298",0,0
"276","018eb36a852287a17b448469",0,0
"277","019527efe45cab27cc4066a2",0,0
"278","0198402ac0a3250956c9fde1",0,0
"279","01997d342ef964755ff683c1",0,0
"280","019a0e59b9980b6ca2c73e75",0,0
"281","019e90958315ecfeb8f4a467",0,0
"282","01a1366f78b8ae03879ebc01",0,0
"283","01a68fdc6b8ec97300f7e36b",0,0
"284","01a8b63c2ae66f9942292144",0,0
"285","01ada1ef8fb150636e5fb6c0",0,0
"286","01b0a871406c89b56d192883",0,0
"287","01b43c20c1db0a7f633153b9",0,0
"288","01b811143b9f3cc99231b15c",0,0
"289","01b858b6e67a630c59b38738",0,0
"290","01b86f4e922539c2f227bd8e",0,0
"291","01b99494dee5666e845c7816",0,0
"292","01bdff9bec07da0ae1799159",0,0
"293","01c29239047bd73d492f9edc",0,0
"294","01c29ae48fbc9720e3d89f29",0,0
"295","01c29b0bd233a0d04fc53e46",0,0
"296","01c4da38ac4ec9e4ea59b439",0,0
"297","01c5b902f8a33556c1fc01c2",0,0
"298","01c64c988b0e0ba44d165533",0,0
"299","01c8e299d402432549eacade",0,0
"300","01c9c5c7f61b1c3a63ba0f8c",0,0
"301","01cc248719a50cbdeb8d68b8",0,0
"302","01cca0efd2620588f9fc820d",0,0
"303","01d13b2e9bebb033be3c92e0",0,0
"304","01d440ad1f2e585698559281",0,0
"305","01d55c69659c3a35605f9700",0,0
"306","01d5d6469c80e6117770ce6c",0,0
"307","01d617b925c73a523d23795d",0,0
"308","01d836a0e12864f13e22c0c5",0,0
"309","01da36d648fafc20172a9159",0,0
"310","01dcf94b7fa5a96b061e5240",0,0
"311","01de194fa20bc8542ddc78ce",0,0
"312","01e612579c02ee163ada07d4",0,0
"313","01e72b85cc77e2fc5143ba6c",0,0
"314","01e743d880c0ea69f860b1bc",0,0
"315","01e813270de937306882177e",0,0
"316","01e85a059e3805c4d525c528",0,0
"317","01e863cdb67d2930c5acf8f7",0,0
"318","01eaa22245e01ddde3764820",0,0
"319","01eb488442a0ac815ac968a6",0,0
"320","01ebf71dee487c56c67b4479",0,0
"321","01ec1945d60ace07051064e0",0,0
"322","01ecb7707f8a0f7bee2b7c3f",0,0
"323","01ed99a446373b99d0f2bcc2",0,0
"324","01eddc73119d4d328af91eab",0,0
"325","01ef316c7baaa8c2f5052387",0,0
"326","01ef51ac60ad42e79bb891b2",0,0
"327","01ef63624dbcccd1ebe7afee",0,0
"328","01f197a1c618f445502a849a",0,0
"329","01f526771fbb092673fd675a",0,0
"330","01f62c0ecc2267d90eb6d396",0,0
"331","01f7aa0c3e5740f1aee186e3",0,0
"332","01f7fe92c933fc3cf32aefd0",0,0
"333","01f82fc48be416a3de3bc2a5",0,0
"334","01f8fdc2e92a653d0766d10f",0,0
"335","01f9ca6141703900022bb1e3",0,0
"336","01fa6c50bfb8ce9b21acb0b0",0,0
"337","01fe5e5dfaf9144738744509",0,0
"338","01ffbf9550864adc3e15fef8",0,0
"339","0200b0669e8e01f8047d4706",0,0
"340","0203bdd9da1d6fe93475a168",0,0
"341","020646ecc27791378c6a65ee",0,0
"342","020692c6ae2dcde886a909c7",0,0
"343","0207ac910d591c49239be7c9",0,0
"344","020872288b2ede0113eecdf4",0,0
"345","020969c0722f8debfe922a21",0,0
"346","020a4eed7e3d08505ebd99bb",0,0
"347","020a9626d4cc1cb0a1239fc5",0,0
"348","020ee3c431461bf71452e342",0,0
"349","0213d64cb3e4317952ad4af6",0,0
"350","0217aacfff98391a2f1c76c5",0,0
"351","021ab7f4945b5cb5568c27f5",0,0
"352","021b43055ed0ad348687d3e9",0,0
"353","021bb542110e843167ffb730",0,0
"354","021cd21cc671aed9ee2cd783",0,0
"355","021ce806d2f31f841e5211b0",0,0
"356","021ed8165e48af039de157ae",0,0
"357","021f2adce1e8c17fd5d6388e",0,0
"358","021ff847247af6ba130c3c55",0,0
"359","0221228f53e0e7c1f45d790a",0,0
"360","0223af8113e2c040ce74fb57",0,0
"361","02247a0e0e850c7953fb4ffa",0,0
"362","0225c2f166ff09d538a5d06b",0,0
"363","0229a654683eabbcdf7ad4dc",0,0
"364","022a1dc2e6c28f7c2a776ec0",0,0
"365","022a4710e97cdde7c2cf6750",0,0
"366","022da190a5105040379da4ac",0,0
"367","023078e5faa880309eb084e5",0,0
"368","023322390e351e79137cfa4d",0,0
"369","023353e2c4d0506fa7feea2d",0,0
"370","0233b6c2161bb5f467f4749c",0,0
"371","0233cf50019e0dbf79cb6ddb",0,0
"372","02364458e5bce51ad719ae99",0,0
"373","0239844aac22cb33dda80a3b",0,0
"374","023cddf084e5d355b2729593",0,0
"375","023d44e84d80ee88c857779b",0,0
"376","02413d8351fee09b41ae4c0d",0,0
"377","0241cbfaab1284e38c15d558",0,0
"378","0243079dc10be3b9c75b3e27",0,0
"379","0244e88a5ea7f7ed1151c19b",0,0
"380","024b26f40320ad7a46d7c250",0,0
"381","024e36c590baf93f523f30b7",0,0
"382","024e934ca1ff117cfe40af3e",0,0
"383","024f9628547470bf699203a2",0,0
"384","0250f2ed361194c4e11c18ae",0,0
"385","0252494b5f26823f02b0e051",0,0
"386","0254511906809ec483f51131",0,0
"387","025904746963b64d55af0baf",0,0
"388","025905e34276740e238bd476",0,0
"389","025a6d6b7eb4c441bc4a83e8",0,0
"390","025d6a25489ade96ad3c4c63",0,0
"391","025f83dcd39c78f8f342ea6f",0,0
"392","0260018fa0dbfda637dded4f",0,0
"393","0262a2b0fbea5c1d625a2a0b",0,0
"394","0264ba2a0f0ed97606b9373f",0,0
"395","0264d8e16a189153f8bd0878",0,0
"396","0266e2462d3204dfe7f0894b",0,0
"397","026707208a09be0ec8f71b5b",0,0
"398","0269c48e046a26e5fdc20797",0,0
"399","026afcf1c25f94cb487455a1",0,0
"400","026d23245ab042de36869521",0,0
"401","026d8d1ae611fc29a77670b1",0,0
"402","026ebbad8ed54f53ab5f97bc",0,0
"403","026f0a442591b9556f665e00",0,0
"404","02751c4a6d08e8dd413561f6",0,0
"405","02753f054e37c81c38139930",0,0
"406","0276754f3353f95745ac59ac",0,0
"407","027712e7ac8387625c088b5e",0,0
"408","02775c6946366e5a1945ec1c",0,0
"409","02781ce60f53070f24518ba9",0,0
"410","02798d6fc9bc2eda8a341f56",0,0
"411","027a7f061135f47cb27964ae",0,0
"412","027d4ef4ee3446355b16832f",0,0
"413","027f857d12b53fda4a5a8c9d",0,0
"414","027fa9aa15e15b00e800808b",0,0
"415","028163c11828ff56633f134c",0,0
"416","0282077fd98546e790ff1229",0,0
"417","028325d2484233988d2f3d29",0,0
"418","028415e0981a86d208a3c5de",0,0
"419","028762ce4f0e199ee9fa7521",0,0
"420","0288ec7e308f1eabb13612b1",0,0
"421","028f298965953b65fd6c9781",0,0
"422","0290a79a291cbddcd9d68e68",0,0
"423","029114c3120f6abec69198b5",0,0
"424","0292e61c867f8374d2c09e92",0,0
"425","029601b608315fa746247fa7",0,0
"426","029631b4d9226137e1dad6b9",0,0
"427","0297e16f273014d12dcea53d",0,0
"428","0297f089d49a9a77b1a98077",0,0
"429","02986b49cc76af47f2267c47",0,0
"430","029b8a825b53349931e6a746",0,0
"431","029d04511b8942689f227019",0,0
"432","029f9fb8240147ab63565666",0,0
"433","02a0bf09fe90c90677f05a29",0,0
"434","02a15bb49f41a117299dd79b",0,0
"435","02a229587abf234cea154120",0,0
"436","02a38281e131f7b3c165dfb1",0,0
"437","02a6aaf91235a6a9860d70fb",0,0
"438","02ad2feecbc882d7072cb4e5",0,0
"439","02ad8649315b836bd14e43ff",0,0
"440","02b1cac7b7e9e70d4659a191",0,0
"441","02b33dc125494adf4c12d000",0,0
"442","02b814e61cbc2e2860930ce7",0,0
"443","02bac1890dacc70034b26b4b",0,0
"444","02bbbc2d537f2cc2e2fe5ec1",0,0
"445","02bc7e043cfce993c5d60840",0,0
"446","02bcf0379a75a3485895e48e",0,0
"447","02bd0b189f163c35d29344a9",0,0
"448","02c1f4f267c9084383742114",0,0
"449","02c277524c57c9742e33e372",0,0
"450","02c366b01ee9301859f394c2",0,0
"451","02c3b9b1ba0b2c7319e8848c",0,0
"452","02c475e52c4afe6614ec5eb3",0,0
"453","02c4e6e088676ca05499b522",0,0
"454","02ca66dc10d7cb79c8905e50",0,0
"455","02cdb0da73f9b29e71853d2c",0,0
"456","02cfb99829485f3636695033",0,0
"457","02d00daf5660881fa0a4830a",0,0
"458","02d01befff8422cdefa44744",0,0
"459","02d0b980036fb49b86f654bc",0,0
"460","02d32ab7c85c0978f2cf992f",0,0
"461","02d809df3fc4b1cfd657bc66",0,0
"462","02d84a12f98d811fbe64d366",0,0
"463","02d920ef1f44f8a41d18cde8",0,0
"464","02dc0cdde82f0e8aa7548170",0,0
"465","02de8af1f640a5cbf3e5aba1",0,0
"466","02df13a0ebb12702d6f9571f",0,0
"467","02e22ee9de668cae8b9eba25",0,0
"468","02e3a5bde53566b51fc0de80",0,0
"469","02e63f63a2b7cbca3ae83d93",0,0
"470","02e812f1b60d7c39516eece4",0,0
"471","02e86698d57e954aaa240f8d",0,0
"472","02ec2c81bd69150bb4d72f4b",0,0
"473","02ed705bfbd9acc95eedaf33",0,0
"474","02f1ae848a622b86bc3a6088",0,0
"475","02f1da900c99fab146c936c9",0,0
"476","02f1edb0b8ef361f59650d3e",0,0
"477","02f260df4ab37d7942f3ed11",0,0
"478","02f3a586f57504ce39ff308f",0,0
"479","02f43a77031d37a757764dc1",0,0
"480","02f755ca167203fcb728a417",0,0
"481","02f9238ad9f4b3527aa91ecc",0,0
"482","02fa1b006e57609a0d6902bb",0,0
"483","02fa2b1de7273ddf566f91c3",0,0
"484","02fad2c88a8b75c3fc7d07eb",0,0
"485","02fc78976b5b4581bba8c405",0,0
"486","02fe03a0fcc68003bf7f8eb7",0,0
"487","02ffcb90aca2ff956c16c4a3",0,0
"488","030194d2b8a8dac2934f451a",0,0
"489","030a533864443732b5a44dba",0,0
"490","030ab80d521fd2d0bb9a3353",0,0
"491","030fee07e0463e8c68569179",0,0
"492","031015757ea201735bb35ae4",0,0
"493","03137027e009bbf39b7d5d66",0,0
"494","0313a53dbb928328d1571633",0,0
"495","03147b923923c3a9b6c91353",0,0
"496","0318b840eed71501a64f03be",0,0
"497","031a34218fb13c5d15c7c90c",0,0
"498","031bad99b9023d33692310b8",0,0
"499","031ce8d6e76505cae14302d5",0,0
"500","031eae5dc1ce28915c527b76",0,0
"501","031fa40ff103245c95863dd7",0,0
"502","032136a90b901dcef156fb2e",0,0
"503","0321a39de38a49b04df59e75",0,0
"504","03237e3766fd19c3b83a65aa",0,0
"505","0324deaad3fce01dcb790493",0,0
"506","032640a909eaba944c7241a8",0,0
"507","0326ff764ac48b76d9e6f756",0,0
"508","03276f19dceeeb511bcfafd8",0,0
"509","032a409729b200fb42b0fc6d",0,0
"510","032a42e27339576c39f02cf0",0,0
"511","032f327346939741b679de50",0,0
"512","032f7d43d3b5ef6128619b5b",0,0
"513","033015946405ab554638aa7d",0,0
"514","0331a8770e8ab809017515bc",0,0
"515","0332433f3c9a8552eec846b2",0,0
"516","033334450c7e7e154959e5bc",0,0
"517","03357fb2176bacd7abc2596e",0,0
"518","0336c487b4c287a5aa76c646",0,0
"519","0338811f4c657e8f3c5d487c",0,0
"520","0339580d6c1b75593bbe6fbc",0,0
"521","033ade2c0f2087aef7dfcd2f",0,0
"522","033b5971f240fb087f7a442b",0,0
"523","033f2cfcfa0c0426aa77030e",0,0
"524","0341c2b971ae01b305942896",0,0
"525","034270cbab95c5a1242108d4",0,0
"526","03440df636b78789879f628e",0,0
"527","0346469d2b6d4e6a76a44233",0,0
"528","0346608c663bf0f0d19701ae",0,0
"529","03466e3c218bae8a480c1a61",0,0
"530","0347c82ba96f87954cd7abf0",0,0
"531","0348beb95370e5049704f4ab",0,0
"532","0348f9ffe018bdc6c2e0bcdc",0,0
"533","034922f7891892977cb5f5fd",0,0
"534","034b447fe3114638e91b2b66",0,0
"535","034c9eb43ae53eda16b054d8",0,0
"536","034d15dc6ca12547594322fd",0,0
"537","034d659c9a67d0f279ffb2da",0,0
"538","034db33996d1bc20a98d6de2",0,0
"539","034e15a19935c32d4c570b1f",0,0
"540","03523c089e136b236635e05f",0,0
"541","03530f70c4af1adc5f5b6e9f",0,0
"542","0353d58f6894380b53f35b73",0,0
"543","035676e96d993265ebd41804",0,0
"544","03572822140cda4deafa792f",0,0
"545","03575239b2f59de1537e180b",0,0
"546","035846eb25c51011f4973533",0,0
"547","0358712d5e1ca7a3113b796f",0,0
"548","03587902e5ca1ebf5fd5655c",0,0
"549","0358b5097bb5b81ad846e97e",0,0
"550","0358bd4b9c7251d53edecc0f",0,0
"551","035932cf6244c2094819803f",0,0
"552","0359c31d9651fd62f9f2a4bd",0,0
"553","0359f808478d55522d913add",0,0
"554","035ba7fafe12c448c40c781a",0,0
"555","035e9f0b6701cc1bd8b1db7a",0,0
"556","035ee5e2e494186ea87931cd",0,0
"557","0360b951b47e661209882739",0,0
"558","03613e788419b2286bed08da",0,0
"559","03640921f3de091d0c20f7c2",0,0
"560","03644809211f2e46ec240d5e",0,0
"561","0366a17f5ff0e780d9ff854b",0,0
"562","036903a57bd5060995fd6a0e",0,0
"563","036c1580a28f02e7cd1337c1",0,0
"564","036d8e85603c8b7fb11a6b4c",0,0
"565","036e38cd62fc297a189f4a41",0,0
"566","036e4f3280a176ff1b7a5643",0,0
"567","036f34469ac485f2e46e2e96",0,0
"568","0374fbc5095a478984434279",0,0
"569","03758290b03dc8f1114c3ec4",0,0
"570","037719e97cb794190fb6a957",0,0
"571","0378a6668f10acece5ed3759",0,0
"572","037aeff2bd4e864eec45724b",0,0
"573","037cd1c2f1d62cdc1d433a84",0,0
"574","037d099c2a020b1ff8d442ed",0,0
"575","037dd50cb919f161cf9c98ca",0,0
"576","037e9de3c2b90a37508f1878",0,0
"577","037ed4724d933bb4073f2609",0,0
"578","037f3263f14990508db17af4",0,0
"579","037f6417a71f058868930bae",0,0
"580","037fc6cfeb3b47d3cd9e0245",0,0
"581","038292b2d7cace3b4ac65c83",0,0
"582","0385ea584a65cd8153ccb0bb",0,0
"583","03884455ce79aa2fbcbdfc1d",0,0
"584","03886bf2b011c0e7b5e9c409",0,0
"585","0388e5d543a45b9e1a9366a5",0,0
"586","038ab344a0c1eec89fd81192",0,0
"587","038aee7d1d2bca0f4b65e286",0,0
"588","038b341034d0c2ecb457f3f3",0,0
"589","038cc559be7e7c2b3838c2b2",0,0
"590","038dffafd42d7c7673b77402",0,0
"591","038e74813b0896f2ac571622",0,0
"592","038e9aadac7fd071e306b9ac",0,0
"593","0391f7b7bdc5b55c03ccb986",0,0
"594","0392ed0e4b54c979a35fb2bd",0,0
"595","039375f908fecead44561e58",0,0
"596","0395958375025b679957f430",0,0
"597","0395dd525ecb9f16523e7bb5",0,0
"598","0396413a09712a4c72ea08d7",0,0
"599","0397495ee99e7230d2e7ab3d",0,0
"600","03980579197529dbfac2c3de",0,0
"601","0398bedc436c2553dd3fd971",0,0
"602","0398c31ae8f5e21f9caf95e2",0,0
"603","03996c40c729c888221eafa8",0,0
"604","039b9f873f64659e38283bd1",0,0
"605","039c580649cb034af1f89061",0,0
